id,group,time,score
1,Control,t1,202
2,Control,t1,116
3,Control,t1,174
4,Control,t1,146
5,Control,t1,146
6,Control,t1,185
7,Control,t1,199
8,Control,t1,190
1,Y_glucan,t1,205
2,Y_glucan,t1,187
3,Y_glucan,t1,209
4,Y_glucan,t1,252
5,Y_glucan,t1,
6,Y_glucan,t1,158
7,Y_glucan,t1,199
8,Y_glucan,t1,182
1,Control,t2,188
2,Control,t2,134
3,Control,t2,161
4,Control,t2,228
5,Control,t2,125
6,Control,t2,205
7,Control,t2,244
8,Control,t2,253
1,Y_glucan,t2,257
2,Y_glucan,t2,194
3,Y_glucan,t2,191
4,Y_glucan,t2,133
5,Y_glucan,t2,162
6,Y_glucan,t2,290
7,Y_glucan,t2,161
8,Y_glucan,t2,185
1,Control,t3,241
2,Control,t3,140
3,Control,t3,202
4,Control,t3,170
5,Control,t3,111
6,Control,t3,200
7,Control,t3,155
8,Control,t3,168
1,Y_glucan,t3,248
2,Y_glucan,t3,222
3,Y_glucan,t3,187
4,Y_glucan,t3,151
5,Y_glucan,t3,156
6,Y_glucan,t3,168
7,Y_glucan,t3,168
8,Y_glucan,t3,160
