id,group,time,score
1,Control,t1,0.784
2,Control,t1,8.057
3,Control,t1,5.5965
4,Control,t1,0
5,Control,t1,3.248
6,Control,t1,0
7,Control,t1,15.6415
8,Control,t1,15.6415
1,Control,t2,14.5495
2,Control,t2,11.1755
3,Control,t2,5.0085
4,Control,t2,6.0235
5,Control,t2,7.4025
6,Control,t2,19.726
7,Control,t2,14.868
8,Control,t2,4.907
1,Control,t3,58.6145
2,Control,t3,30.9645
3,Control,t3,20.412
4,Control,t3,0
5,Control,t3,22.2425
6,Control,t3,20.8915
7,Control,t3,51.73
8,Control,t3,33.152
1,Y_glucan,t1,14.371
2,Y_glucan,t1,9.9365
3,Y_glucan,t1,22.323
4,Y_glucan,t1,21.8855
5,Y_glucan,t1,
6,Y_glucan,t1,14.168
7,Y_glucan,t1,14.8365
8,Y_glucan,t1,8.7535
1,Y_glucan,t2,5.0085
2,Y_glucan,t2,23.254
3,Y_glucan,t2,9.835
4,Y_glucan,t2,1.848
5,Y_glucan,t2,7.847
6,Y_glucan,t2,9.0405
7,Y_glucan,t2,10.528
8,Y_glucan,t2,27.9755
1,Y_glucan,t3,45.2515
2,Y_glucan,t3,29.5575
3,Y_glucan,t3,30.6215
4,Y_glucan,t3,20.055
5,Y_glucan,t3,44.912
6,Y_glucan,t3,0
7,Y_glucan,t3,66.535
8,Y_glucan,t3,33.4215
