id,group,time,score
1,Control,t1,24
2,Control,t1,28.3
3,Control,t1,49.8
4,Control,t1,23.8
5,Control,t1,50.6
6,Control,t1,
7,Control,t1,47.4
8,Control,t1,50
1,Y_glucan,t1,36.8
2,Y_glucan,t1,24.8
3,Y_glucan,t1,41.9
4,Y_glucan,t1,53.2
5,Y_glucan,t1,25
6,Y_glucan,t1,46.8
7,Y_glucan,t1,43.8
8,Y_glucan,t1,36.2
1,Control,t2,19.3
2,Control,t2,30.5
3,Control,t2,14.1
4,Control,t2,16.5
5,Control,t2,17.6
6,Control,t2,17.9
7,Control,t2,16.2
8,Control,t2,27.9
1,Y_glucan,t2,26.9
2,Y_glucan,t2,20.3
3,Y_glucan,t2,18.6
4,Y_glucan,t2,14.6
5,Y_glucan,t2,23.1
6,Y_glucan,t2,22.2
7,Y_glucan,t2,22.4
8,Y_glucan,t2,20.9
1,Control,t3,13.2
2,Control,t3,15.1
3,Control,t3,23.1
4,Control,t3,8.3
5,Control,t3,15.5
6,Control,t3,28.5
7,Control,t3,29.5
8,Control,t3,25
1,Y_glucan,t3,29.6
2,Y_glucan,t3,15.9
3,Y_glucan,t3,19.2
4,Y_glucan,t3,12.7
5,Y_glucan,t3,13.2
6,Y_glucan,t3,17.2
7,Y_glucan,t3,21.8
8,Y_glucan,t3,12.4
